Mod:Item:MetaData, Localized Name
deepresonance:valveBlock, Valve
deepresonance:lensBlock, Lens
deepresonance:laserBlock, Infusing Laser
DraconicEvolution:xRayBlock, Distortion Flame
DraconicEvolution:weatherController, Weather Controller
DraconicEvolution:sunDial, Sun Dial
DraconicEvolution:draconiumOre, Draconium Ore
DraconicEvolution:grinder, Mob Grinder
DraconicEvolution:potentiometer, Potentiometer
DraconicEvolution:rainSensor, Rain Sensor
DraconicEvolution:particleGenerator, Particle Generator
DraconicEvolution:playerDetector, Player Detector
DraconicEvolution:playerDetectorAdvanced, Advanced Player Detector
DraconicEvolution:energyInfuser, Energy Infuser
DraconicEvolution:customSpawner, Stabilized Mob Spawner
DraconicEvolution:generator, Generator
DraconicEvolution:energyStorageCore, Energy Core
DraconicEvolution:draconium:0, Draconium Block
DraconicEvolution:draconium:1, Resurrection Stone
DraconicEvolution:draconium:2, Charged Draconium Block
DraconicEvolution:invisibleMultiblock, Energy Core
DraconicEvolution:energyPylon, Energy Pylon
DraconicEvolution:placedItem, tile.draconicevolution:placedItem.name
DraconicEvolution:safetyFlame, tile.draconicevolution:safetyFlame.name
DraconicEvolution:cKeyStone:0, Creative Key Stone
DraconicEvolution:cKeyStone:1, Creative Key Stone
DraconicEvolution:cKeyStone:2, Creative Key Stone
DraconicEvolution:cKeyStone:3, Creative Key Stone
DraconicEvolution:dissEnchanter, Disenchanter
DraconicEvolution:teleporterStand, Dislocator Pedestal
DraconicEvolution:draconiumChest, Draconic Chest
DraconicEvolution:draconicBlock, Awakened Draconium Block
DraconicEvolution:energyCrystal:0, Energy Relay
DraconicEvolution:energyCrystal:1, Advanced Energy Relay
DraconicEvolution:energyCrystal:2, Energy Transceiver
DraconicEvolution:energyCrystal:3, Advanced Energy Transceiver
DraconicEvolution:energyCrystal:4, Wireless Energy Transceiver
DraconicEvolution:energyCrystal:5, Advanced Wireless Transceiver
DraconicEvolution:infusedObsidian, Draconium Infused Obsidian
DraconicEvolution:dislocatorReceptacle, Dislocator Receptacle
DraconicEvolution:portal, Portal
DraconicEvolution:reactorCore, Draconic Reactor Core
DraconicEvolution:flowGate:0, Flux Gate
DraconicEvolution:flowGate:6, Fluid Gate
DraconicEvolution:reactorStabilizer, Reactor Stabilizer
DraconicEvolution:reactorEnergyInjector, Reactor Energy Injector
DraconicEvolution:chaosCrystal, Chaos Crystal
DraconicEvolution:upgradeModifier, Upgrade Modifier
DraconicEvolution:longRangeDislocator:1, Admin Dislocator
DraconicEvolution:chaosShardAtmos, tile.draconicevolution:chaosShardAtmos.name
eplus:tile.advancedEnchantmentTable, Advanced Enchantment Table
immersiveintegration:extendablePost, Extendable Wooden Post
immersiveintegration:steelTrapdoor, Steel Trapdoor
immersiveintegration:steelDecoration:0, Coke Oven Wall
immersiveintegration:steelDecoration:1, Heated Coke Oven Wall
immersiveintegration:steelDecoration:2, Coke Oven Port
immersiveintegration:extendedPost, Wooden Post Extension
immersiveintegration:industrialCokeOven, Industrial Coke Oven
immersiveintegration:itemRobin, Item Robin
immersiveintegration:inductionCharger:0, LV Induction Charger
immersiveintegration:inductionCharger:1, MV Induction Charger
immersiveintegration:inductionCharger:2, HV Induction Charger
immersiveintegration:redstoneWireConnector, Redstone Wire Connector
immersiveintegration:meWireConnector, ME Wire Connector
immersiveintegration:meDenseWireConnector, ME Dense Wire Connector
immersiveintegration:meTransformer, ME Transformer
immersiveintegration:meDenseTransformer, ME Dense Transformer
immersiveintegration:aeDecoration:0, Fluix Wire Coil
immersiveintegration:aeDecoration:1, Dense Wire Coil
lycanitesmobs:summoningpedestal, Summoning Pedestal
arcticmobs:ooze, Ooze
arcticmobs:frostweb, Frostweb
arcticmobs:frostcloud, Frostcloud
arcticmobs:frostfire, Frostfire
arcticmobs:icefire, Icefire
demonmobs:soulcubedemonic, Demonic Soulcube
demonmobs:hellfire, Hellfire
demonmobs:demonstone, Demon Stone
demonmobs:demonbrick, Demon Brick
demonmobs:demontile, Demon Tile
demonmobs:demoncrystal, Demon Crystal
infernomobs:purelava, Pure Lava
infernomobs:scorchfire, Scorchfire
junglemobs:quickweb, Quickweb
junglemobs:poopcloud, Poop Cloud
junglemobs:propolis, Propolis
junglemobs:veswax, Veswax
shadowmobs:shadowfire, Shadowfire
swampmobs:poisoncloud, Poison Cloud
NetherOres:tile.netherores.ore.0:0, Nether Coal Ore
NetherOres:tile.netherores.ore.0:1, Nether Diamond Ore
NetherOres:tile.netherores.ore.0:2, Nether Gold Ore
NetherOres:tile.netherores.ore.0:3, Nether Iron Ore
NetherOres:tile.netherores.ore.0:4, Nether Lapis Ore
NetherOres:tile.netherores.ore.0:5, Nether Redstone Ore
NetherOres:tile.netherores.ore.0:6, Nether Copper Ore
NetherOres:tile.netherores.ore.0:7, Nether Tin Ore
NetherOres:tile.netherores.ore.0:8, Nether Emerald Ore
NetherOres:tile.netherores.ore.0:9, Nether Silver Ore
NetherOres:tile.netherores.ore.0:10, Nether Lead Ore
NetherOres:tile.netherores.ore.0:11, Nether Uranium Ore
NetherOres:tile.netherores.ore.0:12, Nether Nikolite Ore
NetherOres:tile.netherores.ore.0:13, Nether Ruby Ore
NetherOres:tile.netherores.ore.0:14, Nether Peridot Ore
NetherOres:tile.netherores.ore.0:15, Nether Sapphire Ore
NetherOres:tile.netherores.ore.1:0, Nether Platinum Ore
NetherOres:tile.netherores.ore.1:1, Nether Ferrous Ore
NetherOres:tile.netherores.ore.1:2, Nether Pig Iron Ore
NetherOres:tile.netherores.ore.1:3, Nether Iridium Ore
NetherOres:tile.netherores.ore.1:4, Nether Osmium Ore
NetherOres:tile.netherores.ore.1:5, Nether Sulfur Ore
NetherOres:tile.netherores.ore.1:6, Nether Titanium Ore
NetherOres:tile.netherores.ore.1:7, Nether Mithril Ore
NetherOres:tile.netherores.ore.1:8, Nether Adamantium Ore
NetherOres:tile.netherores.ore.1:9, Nether Rutile Ore
NetherOres:tile.netherores.ore.1:10, Nether Tungsten Ore
NetherOres:tile.netherores.ore.1:11, Nether Amber Ore
NetherOres:tile.netherores.ore.1:12, Nether Tennantite Ore
NetherOres:tile.netherores.ore.1:13, Nether Salt Ore
NetherOres:tile.netherores.ore.1:14, Nether Saltpeter Ore
NetherOres:tile.netherores.ore.1:15, Nether Magnesium Ore
NetherOres:netherOresBlockHellfish, tile.netherores.hellfish.name
xreliquary:altar_idle, Altar of Light
xreliquary:altar, Altar of Light
xreliquary:apothecary_cauldron, Apothecary Cauldron
xreliquary:apothecary_mortar, Apothecary Mortar
xreliquary:lilypad, Lilypad of Fertility
xreliquary:interdiction_torch, {{!colors.yellow}}Interdiction Torch
xreliquary:wraith_node, Wraith Node
TaintedMagic:BlockShadowOre, Shadow Ore
TaintedMagic:BlockWarpwoodLog, Warpwood
TaintedMagic:BlockShadowmetal, Block of Shadowmetal
TaintedMagic:BlockWarpwoodPlanks, Warpwood Planks
TaintedMagic:BlockWarpwoodLeaves, Warped Leaves
TaintedMagic:BlockWarpwoodSapling, Warpwood Sapling
TaintedMagic:BlockLumos, Lumos
thaumicenergistics:thaumicenergistics.block.essentia.provider, Essentia Provider
thaumicenergistics:thaumicenergistics.block.infusion.provider, Infusion Provider
thaumicenergistics:thaumicenergistics.block.gear.box, Iron Gear Box
thaumicenergistics:thaumicenergistics.block.golem.gear.box, Thaumium Gear Box
thaumicenergistics:thaumicenergistics.block.essentia.cell.workbench, Essentia Cell Workbench
thaumicenergistics:thaumicenergistics.block.arcane.assembler, Arcane Assembler
thaumicenergistics:thaumicenergistics.block.knowledge.inscriber, Knowledge Inscriber
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber, Essentia Vibration Chamber
thaumicenergistics:thaumicenergistics.block.distillation.encoder, Distillation Pattern Encoder
ThaumicExploration:autoSorter, tile.thaumicexploration:autoSorter.name
ThaumicExploration:trashJar, Oblivion Jar
ThaumicExploration:boundChest, tile.boundChest.name
ThaumicExploration:floatCandle:0, White Floating Candle
ThaumicExploration:floatCandle:1, Orange Floating Candle
ThaumicExploration:floatCandle:2, Magenta Floating Candle
ThaumicExploration:floatCandle:3, Light Blue Floating Candle
ThaumicExploration:floatCandle:4, Yellow Floating Candle
ThaumicExploration:floatCandle:5, Lime Floating Candle
ThaumicExploration:floatCandle:6, Pink Floating Candle
ThaumicExploration:floatCandle:7, Gray Floating Candle
ThaumicExploration:floatCandle:8, Light Gray Floating Candle
ThaumicExploration:floatCandle:9, Cyan Floating Candle
ThaumicExploration:floatCandle:10, Purple Floating Candle
ThaumicExploration:floatCandle:11, Blue Floating Candle
ThaumicExploration:floatCandle:12, Brown Floating Candle
ThaumicExploration:floatCandle:13, Green Floating Candle
ThaumicExploration:floatCandle:14, Red Floating Candle
ThaumicExploration:floatCandle:15, Black Floating Candle
ThaumicExploration:meltyIce, Ice
ThaumicExploration:boundJar, Bound Jar
ThaumicExploration:thinkTankJar, Think Tank
ThaumicExploration:everfullUrn, Everfull Urn
ThaumicExploration:everburnUrn, Everburn Urn
ThaumicExploration:soulBrazier, Soul Brazier
ThaumicExploration:crucibleSouls, Crucible of Souls
ThaumicExploration:replicator, Thaumic Replicator
ThaumicHorizons:synthNode, Ethereal Shard
ThaumicHorizons:alchemite, Alchemite
ThaumicHorizons:visDynamo, Vis Dynamo
ThaumicHorizons:essentiaDynamo, Essentia Dynamo
ThaumicHorizons:nodeMonitor, Node Monitor
ThaumicHorizons:soulSieve, Soul Sieve
ThaumicHorizons:inspiratron, Inspiratron
ThaumicHorizons:soulforge, Soulforge
ThaumicHorizons:soulJar:0, Jarred  Soul
ThaumicHorizons:bloodInfuser, Seroconverter
ThaumicHorizons:vat, Curative Vat
ThaumicHorizons:vatSolid, Curative Vat
ThaumicHorizons:vatInterior, tile.ThaumicHorizons_vatInterior.name
ThaumicHorizons:soulBeacon, Soul Beacon
ThaumicHorizons:modMatrix, Modified Runic Matrix
ThaumicHorizons:chocolate, Block of Chocolate
ThaumicHorizons:evanescent, tile.ThaumicHorizons_evanescent.name
ThaumicHorizons:light, Light Orb
ThaumicHorizons:lightSolar, Light Orb
ThaumicHorizons:transductionAmplifier, Transduction Amplifier
ThaumicHorizons:recombinator, Teleological Recombinator
ThaumicHorizons:vortexStabilizer, Vortex Attenuator
ThaumicHorizons:vortexTH:0, Planar Vortex
ThaumicHorizons:vortexTH:1, Planar Vortex (Creative)
ThaumicHorizons:voidTH, Planar Boundary
ThaumicHorizons:cloudTH:0, Cloud
ThaumicHorizons:cloudTH:2, Thundercloud
ThaumicHorizons:cloudTH:3, Acid Cloud
ThaumicHorizons:cloudTH:5, Tumorous Cloud
ThaumicHorizons:cloudTH:8, Spore Cloud
ThaumicHorizons:cloudGlowingTH:1, Plasma Cloud
ThaumicHorizons:cloudGlowingTH:4, Alloy Cloud
ThaumicHorizons:cloudGlowingTH:6, Vis Cloud
ThaumicHorizons:cloudGlowingTH:7, Glyph Cloud
ThaumicHorizons:cloudGlowingTH:9, Animus Cloud
ThaumicHorizons:brainTH, Lump of Brain
ThaumicHorizons:dustTH, Dust
ThaumicHorizons:eyeTH, Eye Cluster
ThaumicHorizons:boneTH, Bone
ThaumicHorizons:fleshTH, Lump of Flesh
ThaumicHorizons:spikeTH, Metal Spike
ThaumicHorizons:spikeWoodTH, Wooden Spike
ThaumicHorizons:spikeToothTH, Tooth
ThaumicHorizons:crystalTH:0, White Crystal
ThaumicHorizons:crystalTH:1, Orange Crystal
ThaumicHorizons:crystalTH:2, Magenta Crystal
ThaumicHorizons:crystalTH:3, Light Blue Crystal
ThaumicHorizons:crystalTH:4, Yellow Crystal
ThaumicHorizons:crystalTH:5, Lime Crystal
ThaumicHorizons:crystalTH:6, Pink Crystal
ThaumicHorizons:crystalTH:7, Gray Crystal
ThaumicHorizons:crystalTH:8, Light Gray Crystal
ThaumicHorizons:crystalTH:9, Cyan Crystal
ThaumicHorizons:crystalTH:10, Purple Crystal
ThaumicHorizons:crystalTH:11, Blue Crystal
ThaumicHorizons:crystalTH:12, Brown Crystal
ThaumicHorizons:crystalTH:13, Green Crystal
ThaumicHorizons:crystalTH:14, Red Crystal
ThaumicHorizons:crystalTH:15, Black Crystal
ThaumicHorizons:crystalDeep, Deep Crystal
ThaumicHorizons:leviathanTH, Primordial Fossil
ThaumicHorizons:slotTH, Keystone Receptacle
ThaumicHorizons:portalTH, Unnamed Block, report to mod author.
ThaumicHorizons:gatewayTH, Planar Gateway
witchery:belladonna, Belladonna
witchery:mandrake, Mandrake
witchery:artichoke, Water Artichoke
witchery:snowbell, Snowbell
witchery:wormwood, Wormwood
witchery:mindrake, Minedrake
witchery:wolfsbane, Wolfsbane
witchery:garlicplant, Garlic
witchery:witchsapling:0, Rowan Sapling
witchery:witchsapling:1, Alder Sapling
witchery:witchsapling:2, Hawthorn Sapling
witchery:witchlog:0, Rowan Wood
witchery:witchlog:1, Alder Wood
witchery:witchlog:2, Hawthorn Wood
witchery:witchleaves:0, Rowan Leaves
witchery:witchleaves:1, Alder Leaves
witchery:witchleaves:2, Hawthorn Leaves
witchery:voidbramble, Void Bramble
witchery:bramble:0, Ender Bramble
witchery:bramble:1, Wild Bramble
witchery:glintweed, Glint Weed
witchery:spanishmoss, Spanish Moss
witchery:leapinglily, Leaping Lily
witchery:plantmine:0, Poppy of Webs
witchery:plantmine:1, Poppy of Ink
witchery:plantmine:2, Poppy of Thorns
witchery:plantmine:3, Poppy of Sprouting
witchery:plantmine:4, Dandelion of Webs
witchery:plantmine:5, Dandelion of Ink
witchery:plantmine:6, Dandelion of Thorns
witchery:plantmine:7, Dandelion of Sprouting
witchery:plantmine:8, Shrub of Webs
witchery:plantmine:9, Shrub of Ink
witchery:plantmine:10, Shrub of Thorns
witchery:plantmine:11, Shrub of Sprouting
witchery:embermoss, Ember Moss
witchery:crittersnare:0, Critter Snare
witchery:grassper, Grassper
witchery:bloodrose, Blood Poppy
witchery:somniancotton, Wispy Cotton
witchery:web, Web
witchery:vine, Vine
witchery:cactus, Cactus
witchery:lilypad, Lilypad of Fertility
witchery:demonheart, Demon Heart
witchery:wolfhead:0, Wolf Head
witchery:wolfhead:1, Hellhound Head
witchery:witchwood:0, Rowan Planks
witchery:witchwood:1, Alder Planks
witchery:witchwood:2, Hawthorn Planks
witchery:stairswoodrowan, Rowan Stairs
witchery:stairswoodalder, Alder Stairs
witchery:stairswoodhawthorn, Hawthorn Stairs
witchery:witchwoodslab:0, Rowan Slab
witchery:witchwoodslab:1, Alder Slab
witchery:witchwoodslab:2, Hawthorn Slab
witchery:witchwooddoubleslab:0, Rowan Slab
witchery:witchwooddoubleslab:1, Alder Slab
witchery:witchwooddoubleslab:2, Hawthorn Slab
witchery:rowanwooddoor, Rowan Wood Door
witchery:alderwooddoor, Alder Wood Door
witchery:chalice, Chalice
witchery:candelabra, Candelabra
witchery:placeditem, tile.witchery:placeditem.name
witchery:alluringskull, Alluring Skull
witchery:wickerbundle:0, Wicker Bundle
witchery:wickerbundle:1, Bloodied Wicker Bundle
witchery:glowglobe, Glow Globe
witchery:statuegoddess, Statue of The Goddess
witchery:stockade:0, Oak Stockade
witchery:stockade:1, Spruce Stockade
witchery:stockade:2, Birch Stockade
witchery:stockade:3, Jungle Stockade
witchery:stockade:4, Rowan Stockade
witchery:stockade:5, Alder Stockade
witchery:stockade:6, Hawthorn Stockade
witchery:stockade:7, Acacia Stockade
witchery:stockade:8, Dark Oak Stockade
witchery:icestockade:0, Ice Stockade
witchery:perpetualice, Perpetual Ice
witchery:icedoor, Ice Door
witchery:icestairs, Ice Stairs
witchery:iceslab:0, Ice Slab
witchery:icedoubleslab:0, Ice Slab
witchery:icefence, Ice Fence
witchery:icefencegate, Ice Gate
witchery:icepressureplate, Ice Pressure Plate
witchery:snowpressureplate, Snow Pressure Plate
witchery:snowstairs, Snow Stairs
witchery:snowslab:0, Snow Slab
witchery:snowdoubleslab:0, Snow Slab
witchery:infinityegg, Infinity Egg
witchery:slurp, tile.witchery:slurp.name
witchery:pitdirt, Dirt
witchery:pitgrass, Grass
witchery:garlicgarland, Garlic Garland
witchery:bloodedwool, Blood-stained Wool
witchery:shadedglass:0, White Shaded Glass
witchery:shadedglass:1, Orange Shaded Glass
witchery:shadedglass:2, Magenta Shaded Glass
witchery:shadedglass:3, Light Blue Shaded Glass
witchery:shadedglass:4, Yellow Shaded Glass
witchery:shadedglass:5, Lime Shaded Glass
witchery:shadedglass:6, Pink Shaded Glass
witchery:shadedglass:7, Gray Shaded Glass
witchery:shadedglass:8, Silver Shaded Glass
witchery:shadedglass:9, Cyan Shaded Glass
witchery:shadedglass:10, Purple Shaded Glass
witchery:shadedglass:11, Blue Shaded Glass
witchery:shadedglass:12, Brown Shaded Glass
witchery:shadedglass:13, Green Shaded Glass
witchery:shadedglass:14, Red Shaded Glass
witchery:shadedglass:15, Black Shaded Glass
witchery:shadedglass_active:0, White Shaded Glass
witchery:shadedglass_active:1, Orange Shaded Glass
witchery:shadedglass_active:2, Magenta Shaded Glass
witchery:shadedglass_active:3, Light Blue Shaded Glass
witchery:shadedglass_active:4, Yellow Shaded Glass
witchery:shadedglass_active:5, Lime Shaded Glass
witchery:shadedglass_active:6, Pink Shaded Glass
witchery:shadedglass_active:7, Gray Shaded Glass
witchery:shadedglass_active:8, Silver Shaded Glass
witchery:shadedglass_active:9, Cyan Shaded Glass
witchery:shadedglass_active:10, Purple Shaded Glass
witchery:shadedglass_active:11, Blue Shaded Glass
witchery:shadedglass_active:12, Brown Shaded Glass
witchery:shadedglass_active:13, Green Shaded Glass
witchery:shadedglass_active:14, Red Shaded Glass
witchery:shadedglass_active:15, Black Shaded Glass
witchery:mirrorwall, Mirror Surface
witchery:refillingchest, Chest
witchery:force, Solid
witchery:tormentstone, Torment Stone
witchery:barrier, Barrier
witchery:leechchest, Leech Chest
witchery:altar, Altar
witchery:kettle, Kettle
witchery:poppetshelf, Poppet Shelf
witchery:dreamcatcher, Dream Weaver
witchery:crystalball, Crystal Ball
witchery:spiritportal, Spirit Portal
witchery:tormentportal, Torment Portal
witchery:spinningwheel, Spinning Wheel
witchery:brazier, Brazier
witchery:witchesovenidle, Witches Oven
witchery:witchesovenburning, Witches Oven
witchery:fumefunnel, Fume Funnel
witchery:filteredfumefunnel, Filtered Fume Funnel
witchery:distilleryidle, Distillery
witchery:distilleryburning, Distillery
witchery:scarecrow, Scarecrow
witchery:trent, Trent Effigy
witchery:witchsladder, Witch's Ladder
witchery:decurseteleport, Statue of Occluded Summons
witchery:decursedirected, Statue of Broken Curses
witchery:statueofworship, Statue of Hobgoblin Patron
witchery:cauldron, Witch's Cauldron
witchery:wolfaltar, Wolf Altar
witchery:silvervat, Silver Vat
witchery:beartrap, Beartrap
witchery:wolftrap, Wolftrap
witchery:wallgen, tile.witchery:wallgen.name
witchery:coffinblock, Coffin
witchery:light, tile.witchery:light.name
witchery:daylightcollector, Sun Collector
witchery:bloodcrucible, Blood Crucible
witchery:mirrorblock, Mirror
witchery:mirrorblock2, Mirror
witchery:circle, Heart Glyph
witchery:circleglyphritual, Ritual Glyph
witchery:circleglyphotherwhere, Otherwhere Glyph
witchery:circleglyphinfernal, Infernal Glyph
witchery:spiritflowing, Flowing Spirit
witchery:hollowtears, Flowing Spirit
witchery:disease, Disease
witchery:brew, tile.witchery:brew.name
witchery:brewgas, tile.witchery:brewgas.name
witchery:brewliquid, tile.witchery:brewliquid.name
witchery:clever, Lever
witchery:cwoodendoor, Wooden Door
witchery:cwoodpressureplate, Pressure Plate
witchery:cstonepressureplate, Pressure Plate
witchery:csnowpressureplate, Snow Pressure Plate
witchery:cbuttonwood, Button
witchery:cbuttonstone, Button
IguanaTweaksTConstruct:skullBlock, tile.iguana.tcon.skull.name
arsmagica2:essenceRefiner, Essence Refiner
arsmagica2:mageTorch, Mage Light
arsmagica2:essenceConduit, Etherium Conduit
arsmagica2:obelisk, Obelisk
arsmagica2:calefactor, Calefactor
arsmagica2:keystoneReceptacle, Keystone Receptacle
arsmagica2:astralBarrier, Astral Barrier
arsmagica2:blackAurem, Black Aurem
arsmagica2:celestialPrism, Celestial Prism
arsmagica2:seerStone, Seer Stone
arsmagica2:vinteumOre:0, Vinteum Ore
arsmagica2:vinteumOre:1, Chimerite Ore
arsmagica2:vinteumOre:2, Blue Topaz Ore
arsmagica2:vinteumOre:3, Moonstone Ore
arsmagica2:vinteumOre:4, Sunstone Ore
arsmagica2:vinteumOre:5, Moonstone Block
arsmagica2:vinteumOre:6, Vinteum Block
arsmagica2:vinteumOre:7, Blue Topaz Block
arsmagica2:vinteumOre:8, Sunstone Block
